Page,Title,Link,Link Text,Image Source,Image Alt Text,Detail,Price,Additional Info
1,,/Property/johar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html,,https://media.zameen.com/thumbnails/266696703-400x300.jpeg,5,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html,Share on Facebook,,5 MARLA HOUSE FOR RENT NEAR EXPO CENTER IN JOHAR TOWN,,,
1,,https://twitter.com/intent/tweet?text=5%20Marla%20Full%20House%20For%20Rent%20In%20J2%20Block%20Johar%20Town - url: https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html,Share on Twitter,https://media.zameen.com/thumbnails/20470579-240x180.jpeg,title=,,,
1,,https://wa.me/?text=5%20Marla%20Full%20House%20For%20Rent%20In%20J2%20Block%20Johar%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Full%20House%20For%20Rent%20In%20J2%20Block%20Johar%20Town&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/269079330-400x300.jpeg,Buy,,,
1,,mailto:?subject=5 Marla Full House For Rent In J2 Block Johar Town&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j2_5_marla_full_house_for_rent_in_j2_block_johar_town-51323179-3971-4.html,Send via E-Mail,,Buy Your Ideal 14 Marla Lower Portion In A Prime Location Of Lahore,,,
1,,/Property/lahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html,,https://media.zameen.com/thumbnails/213758556-240x180.jpeg,title=,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=1%20Kanal%20Double%20Storey%20House%20For%20Rent%20For%20Ofice%20Use%20Main%2060feet%20Road - url: https://www.zameen.com/Property/lahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/265796038-400x300.jpeg,Kanal,,,
1,,https://wa.me/?text=1%20Kanal%20Double%20Storey%20House%20For%20Rent%20For%20Ofice%20Use%20Main%2060feet%20Road%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html,Share on WhatsApp,,Kanal House For IT And Coprate Office.,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20Kanal%20Double%20Storey%20House%20For%20Rent%20For%20Ofice%20Use%20Main%2060feet%20Road&body=https://www.zameen.com/Property/lahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/268736778-400x300.jpeg,Beautiful,,,
1,,mailto:?subject=1 Kanal Double Storey House For Rent For Ofice Use Main 60feet Road&body=https://www.zameen.com/Property/lahore_johar_town_1_kanal_double_storey_house_for_rent_for_ofice_use_main_60feet_road-51221689-93-4.html,Send via E-Mail,,Beautiful Fully Furnished Portion,,,
1,,/new-projects/urban_enclave-2452.html,,https://media.zameen.com/thumbnails/267889049-400x300.jpeg,Tile,,,
1,,/new-projects/reserve-unit-2452.html,Reserve,,Tile Floor Upper Portion For Rent Near Emporium Mall And City School,,,
1,,/Property/lahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html,,https://media.zameen.com/thumbnails/268802081-400x300.jpeg,05,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html,Share on Facebook,,05 MARLA HOUSE FOR RENT IN JOHAR TOWN LAHORE,,,
1,,https://twitter.com/intent/tweet?text=1%20Bed%20Apartment%20For%20Rent%20Near%20Emporium%20Mall - url: https://www.zameen.com/Property/lahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/269079814-400x300.jpeg,Johar,,,
1,,https://wa.me/?text=1%20Bed%20Apartment%20For%20Rent%20Near%20Emporium%20Mall%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html,Share on WhatsApp,,Johar Town phase 2,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=1%20Bed%20Apartment%20For%20Rent%20Near%20Emporium%20Mall&body=https://www.zameen.com/Property/lahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/213758556-240x180.jpeg,title=,,,
1,,mailto:?subject=1 Bed Apartment For Rent Near Emporium Mall&body=https://www.zameen.com/Property/lahore_johar_town_1_bed_apartment_for_rent_near_emporium_mall-49947152-93-4.html,Send via E-Mail,,,,,
1,,/Property/johar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html,,https://media.zameen.com/thumbnails/269075121-400x300.jpeg,Beautiful,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html,Share on Facebook,,Beautiful Lower Portion For Family,,,
1,,https://twitter.com/intent/tweet?text=Ground%20Floor%20Portion%20For%20Rent - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html,Share on Twitter,https://media.zameen.com/thumbnails/264290255-400x300.jpeg,Semi,,,
1,,https://wa.me/?text=Ground%20Floor%20Portion%20For%20Rent%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html,Share on WhatsApp,,Semi Commercial House Available For Office,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Ground%20Floor%20Portion%20For%20Rent&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/268417476-400x300.jpeg,8,,,
1,,mailto:?subject=Ground Floor Portion For Rent&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_ground_floor_portion_for_rent-50920100-3961-4.html,Send via E-Mail,,8 Marla Lower Portion available For Rent Block H1 Near Emporium Mall,,,
1,,/new-projects/jinnah_square_residential_apartment-2219.html,,https://media.zameen.com/thumbnails/268417696-400x300.jpeg,5,,,
1,,/new-projects/reserve-unit-2219.html,Reserve,,5 Marla Lower Portion Available For Rent In Johar town Near Emporium Mall Block J2,,,
1,,/Property/lahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html,,https://media.zameen.com/thumbnails/263508136-400x300.jpeg,7.5,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html,Share on Facebook,,7.5 MARLA HOUSE FOR RENT AT JOHAR TOWN LAHORE,,,
1,,https://twitter.com/intent/tweet?text=Tile%20Floor%20Like%20Brand%20New%202%20Bed%20Room%20lobby%20commercial%20For%20Rent%20For%20office%20At%20The%20Prime%20Location%20Of%20Johar%20Town - url: https://www.zameen.com/Property/lahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/223796316-240x180.jpeg,title=,,,
1,,https://wa.me/?text=Tile%20Floor%20Like%20Brand%20New%202%20Bed%20Room%20lobby%20commercial%20For%20Rent%20For%20office%20At%20The%20Prime%20Location%20Of%20Johar%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=Tile%20Floor%20Like%20Brand%20New%202%20Bed%20Room%20lobby%20commercial%20For%20Rent%20For%20office%20At%20The%20Prime%20Location%20Of%20Johar%20Town&body=https://www.zameen.com/Property/lahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html&ui=2&tf=1,Send via GMail,https://media.zameen.com/thumbnails/269059268-400x300.jpeg,4,,,
1,,mailto:?subject=Tile Floor Like Brand New 2 Bed Room lobby commercial For Rent For office At The Prime Location Of Johar Town&body=https://www.zameen.com/Property/lahore_johar_town_tile_floor_like_brand_new_2_bed_room_lobby_commercial_for_rent_for_office_at_the_prime_location_of_johar_town-51334974-93-4.html,Send via E-Mail,,4 Marla (Fully Furnished) Upper Portion. . Only Female Job Holder,,,
1,,/Property/lahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html,,https://media.zameen.com/thumbnails/267902040-400x300.jpeg,1,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html,Share on Facebook,,1 Kanal VIP Brand New Tipe Full House For Rent In Johar Town Phase Too Block F2,,,
1,,https://twitter.com/intent/tweet?text=5%20Marla%20Upper%20Portion%20Available%20For%20Rent%20Used%20Tiled%20Floor%20Vip%20Available%20In%20Johar%20Town%20Lahore - url: https://www.zameen.com/Property/lahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html,Share on Twitter,https://media.zameen.com/thumbnails/20472324-240x180.jpeg,title=,,,
1,,https://wa.me/?text=5%20Marla%20Upper%20Portion%20Available%20For%20Rent%20Used%20Tiled%20Floor%20Vip%20Available%20In%20Johar%20Town%20Lahore%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Upper%20Portion%20Available%20For%20Rent%20Used%20Tiled%20Floor%20Vip%20Available%20In%20Johar%20Town%20Lahore&body=https://www.zameen.com/Property/lahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html&ui=2&tf=1,Send via GMail,/assets/findOutMorePin.b0704e278aaa7f0cbe67697998c4c922.png,Find Out More Pin,,,
1,,mailto:?subject=5 Marla Upper Portion Available For Rent Used Tiled Floor Vip Available In Johar Town Lahore&body=https://www.zameen.com/Property/lahore_johar_town_5_marla_upper_portion_available_for_rent_used_tiled_floor_vip_available_in_johar_town_lahore-46494875-93-4.html,Send via E-Mail,/assets/iconHbfcBank_noinline.e38973a19243c9020ae8b0970c382322.svg,HBFC,,,
1,,/Property/lahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html,,/assets/roshanDigitalAccount_noinline.c8687f407684f582de7829168747c163.svg,roshan,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/lahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=25%20Marla%20Full%20House%2012%20Bed%20Atach%20Washroom%20Big%20Giraj%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town - url: https://www.zameen.com/Property/lahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html,Share on Twitter,,,,,
1,,https://wa.me/?text=25%20Marla%20Full%20House%2012%20Bed%20Atach%20Washroom%20Big%20Giraj%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Flahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=25%20Marla%20Full%20House%2012%20Bed%20Atach%20Washroom%20Big%20Giraj%20For%20Rent%20At%20The%20Prime%20Location%20Of%20Johar%20Town&body=https://www.zameen.com/Property/lahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html&ui=2&tf=1,Send via GMail,,,,,
1,,mailto:?subject=25 Marla Full House 12 Bed Atach Washroom Big Giraj For Rent At The Prime Location Of Johar Town&body=https://www.zameen.com/Property/lahore_johar_town_25_marla_full_house_12_bed_atach_washroom_big_giraj_for_rent_at_the_prime_location_of_johar_town-51449910-93-4.html,Send via E-Mail,,,,,
1,,/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html,,,,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=12%20MARLA%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN%20LAHORE - url: https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html,Share on Twitter,,,,,
1,,https://wa.me/?text=12%20MARLA%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN%20LAHORE%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=12%20MARLA%20HOUSE%20FOR%20RENT%20IN%20JOHAR%20TOWN%20LAHORE&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html&ui=2&tf=1,Send via GMail,,,,,
1,,mailto:?subject=12 MARLA HOUSE FOR RENT IN JOHAR TOWN LAHORE&body=https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_house_for_rent_in_johar_town_lahore-51080419-3972-4.html,Send via E-Mail,,,,,
1,,/Property/johar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html,,,,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=5%20Marla%20Outstanding%20Triple%20Storey%20House%20In%20Johar%20Town%20Near%20EMPORIUM%20MALL%20Prime%20Location. - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html,Share on Twitter,,,,,
1,,https://wa.me/?text=5%20Marla%20Outstanding%20Triple%20Storey%20House%20In%20Johar%20Town%20Near%20EMPORIUM%20MALL%20Prime%20Location.%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Outstanding%20Triple%20Storey%20House%20In%20Johar%20Town%20Near%20EMPORIUM%20MALL%20Prime%20Location.&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
1,,mailto:?subject=5 Marla Outstanding Triple Storey House In Johar Town Near EMPORIUM MALL Prime Location.&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_outstanding_triple_storey_house_in_johar_town_near_emporium_mall_prime_location-47288725-3961-4.html,Send via E-Mail,,,,,
1,,/Property/johar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html,,,,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=5%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Phase%202%20Near%20Emporium%20Mall - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html,Share on Twitter,,,,,
1,,https://wa.me/?text=5%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Phase%202%20Near%20Emporium%20Mall%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fjohar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html,Share on WhatsApp,,,,,
1,,https://mail.google.com/mail/u/0/?view=cm&fs=1&to&su=5%20Marla%20Brand%20New%20House%20Is%20Available%20For%20Rent%20In%20Johar%20Town%20Phase%202%20Near%20Emporium%20Mall&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html&ui=2&tf=1,Send via GMail,,,,,
1,,mailto:?subject=5 Marla Brand New House Is Available For Rent In Johar Town Phase 2 Near Emporium Mall&body=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_brand_new_house_is_available_for_rent_in_johar_town_phase_2_near_emporium_mall-51402745-3961-4.html,Send via E-Mail,,,,,
1,,/Property/johar_town_johar_town_phase_2_5_marla_fully_furnished_brand_new_spanish_very_very_beautiful_luxury_house_for_rent_in_johar_town_phase-2_very_super_hot_ideal_location_very_near_to_emporium_mall_or_lahore_expo_center-50859143-3961-4.html,,,,,,
1,,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_fully_furnished_brand_new_spanish_very_very_beautiful_luxury_house_for_rent_in_johar_town_phase-2_very_super_hot_ideal_location_very_near_to_emporium_mall_or_lahore_expo_center-50859143-3961-4.html,Share on Facebook,,,,,
1,,https://twitter.com/intent/tweet?text=5%20Marla%20Fully%20Furnished%20Brand%20New%20Spanish%20Very%20Very%20Beautiful%20Luxury%20House%20For%20Rent%20In%20Johar%20Town%20Phase-2%20Very%20Super%20Hot%20Ideal%20Location%20Very%20Near%20To%20Emporium%20Mall%20or%20Lahore%20Expo%20Center - url: https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_fully_furnished_brand_new_spanish_very_very_beautiful_luxury_house_for_rent_in_johar_town_phase-2_very_super_hot_ideal_location_very_near_to_emporium_mall_or_lahore_expo_center-50859143-3961-4.html,Share on Twitter,,,,,
